fold_id,ticker,retrain_interval,stage,iter,window,units,learning_rate,epochs,threshold,sharpe,mdd,raw_sharpe,raw_mdd,turnover,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,9,14,58,0.00403398,36,0.5199921307348633,13.226431053850265,0,13.226431053850265,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,10,36,41,0.001814813,75,0.5215116431793422,10.593647187386345,0.0007,10.593647187386345,0.0007,3,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,11,11,96,0.00464211,43,0.9456490607138704,5.136828304621592,0,5.136828304621592,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,12,28,67,0.00286487,65,0.6578325819421058,9.833177939086351,0.0007,9.833177939086351,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,13,30,76,0.004214332,56,0.9319512642167804,6.295375932309057,0.0007,6.295375932309057,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,14,13,67,0.003778935,76,0.6632903288304262,10.345744472449491,0.0007,10.345744472449491,0.0007,3,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,15,40,75,0.006387545,36,0.7016058820822393,9.590114602,0,9.590114602,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,16,18,80,0.005066931,76,0.8368520412875978,7.5529809184455114,0.0007,7.5529809184455114,0.0007,4,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,17,21,40,0.002160495,16,0.6386467591606035,9.434271713927695,0.0007,9.434271713927695,0.0007,4,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,18,35,72,0.009265166,46,0.9033182257617673,4.9191498440620585,0.0007,4.9191498440620585,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
